nctId,Cluster,PCA1,PCA2,Combined_Text,Top_10_words_text
nct06479733,0,-0.02940219391669621,0.1167348098200745,tissue mucosa matrix pedicle adm acellular soft peri flap buccal,"tissue, mucosa, matrix, pedicle, adm, acellular, soft, peri, flap, buccal"
nct06421064,3,-0.017316902172294295,0.0629126832651364,perforated pud peptic melsbroek outcome ethiopia ulcer profile eastern multicenter,"perforated, pud, peptic, melsbroek, outcome, ethiopia, ulcer, profile, eastern, multicenter"
nct06505343,1,-0.02392110386041094,-0.035323683125414965,freezing phenomenon parkinson vr gait counseling pedobarographic nebulized relaxation presence,"freezing, phenomenon, parkinson, vr, gait, counseling, pedobarographic, nebulized, relaxation, presence"
nct06566924,1,-0.09743412574677147,-0.21350050027466913,isolated students standardised nursing patient simulation care training knowledge study,"isolated, students, standardised, nursing, patient, simulation, care, training, knowledge, study"
nct06520007,3,0.09176310680261422,0.05430878894979249,doxycycline osdi mgd protocol refractory allisartan tbut isoproxil meibomian months,"doxycycline, osdi, mgd, protocol, refractory, allisartan, tbut, isoproxil, meibomian, months"
nct06539273,3,-0.007206457778248052,0.029165212163658104,hair exosome androgenetic alopecia foreskin density scalp derived mesenchymal yeditepe,"hair, exosome, androgenetic, alopecia, foreskin, density, scalp, derived, mesenchymal, yeditepe"
nct06439446,2,-0.08442127920600473,-0.09323330074427551,gross 66 motor palsy cerebral astra kirsehir crawling evran tech,"gross, 66, motor, palsy, cerebral, astra, kirsehir, crawling, evran, tech"
nct06407440,2,-0.05883072350349278,-0.08034661381911504,cashiers ergonomics upper exercise work rapid employees given uskudar limb,"cashiers, ergonomics, upper, exercise, work, rapid, employees, given, uskudar, limb"
nct06470464,3,0.013547286726864047,0.03992949662889632,yolk thalidomide sac refractory tumor tumors relapsed nab chemotherapy children,"yolk, thalidomide, sac, refractory, tumor, tumors, relapsed, nab, chemotherapy, children"
nct06524271,1,-0.020785951683748354,-0.03168286156739334,gerd fsb reflux il rdq heartburn fermented supplementation regurgitation qolrad,"gerd, fsb, reflux, il, rdq, heartburn, fermented, supplementation, regurgitation, qolrad"
nct06555536,1,-0.06359776111465242,-0.04278046049751465,imperfecta osteogenesis telemedicine bout fim chiropractor independence patients stress paulo,"imperfecta, osteogenesis, telemedicine, bout, fim, chiropractor, independence, patients, stress, paulo"
nct06498453,2,-0.0061717242058815566,-0.023671337242403438,trak fennel shoulder knee telerehabilitation tea cg eg patients platform,"trak, fennel, shoulder, knee, telerehabilitation, tea, cg, eg, patients, platform"
nct06408675,4,-0.06681519961582129,0.07796794417540509,fms lordosis fibromyalgia cervical neck patients posture 107 pain damascus,"fms, lordosis, fibromyalgia, cervical, neck, patients, posture, 107, pain, damascus"
nct06562101,3,-0.008854374452420084,0.05677198468298616,oa allisartan isoproxil articular svf intra stromal knee injections osteoarthritic,"oa, allisartan, isoproxil, articular, svf, intra, stromal, knee, injections, osteoarthritic"
nct06404190,4,-0.02231448859234565,0.07324861903631966,periodontal diode pocket srp laser thearpy peroxide hydrogen lasers microbiological,"periodontal, diode, pocket, srp, laser, thearpy, peroxide, hydrogen, lasers, microbiological"
nct06469567,6,-0.001050479336454909,-0.04540125449804791,mammogram malay counselling muslim singapore polyclinic culturally pamphlet uptake doctor,"mammogram, malay, counselling, muslim, singapore, polyclinic, culturally, pamphlet, uptake, doctor"
nct06570564,3,-0.04498095745368309,0.020388150797846064,claudication damanhour physiotherapy patients dmni ganz intermittent swan three limb,"claudication, damanhour, physiotherapy, patients, dmni, ganz, intermittent, swan, three, limb"
nct06442085,1,-0.05510066480257568,-0.058272452487049264,trauma mannequin simulation simulator resuscitation reality mbs virtual immersive vrs,"trauma, mannequin, simulation, simulator, resuscitation, reality, mbs, virtual, immersive, vrs"
nct06641518,2,0.026936602435132413,-0.052031876176646605,subacute tens stroke mets bupicavaine blood transcutaneous backend limb traits,"subacute, tens, stroke, mets, bupicavaine, blood, transcutaneous, backend, limb, traits"
nct06690879,1,-0.05938033711687033,-0.027025511355349453,cervicogenic headache cervical addictive smartphone smart upper neck berneray et,"cervicogenic, headache, cervical, addictive, smartphone, smart, upper, neck, berneray, et"
nct06600893,7,0.13314346925830506,-0.006835064031877954,subject sham shocks erectile gus active 5000 arm liswt visit,"subject, sham, shocks, erectile, gus, active, 5000, arm, liswt, visit"
nct06411743,7,0.24412621136819546,0.031548789433752035,rha subjects ascites iii cirrhotic phase recombinant alb hypoalbuminemia albumin,"rha, subjects, ascites, iii, cirrhotic, phase, recombinant, alb, hypoalbuminemia, albumin"
nct06402019,4,-0.08344790540975637,0.11300199024850852,cp pain dexmedetomidine infusion chronic disordered mood benha qol patients,"cp, pain, dexmedetomidine, infusion, chronic, disordered, mood, benha, qol, patients"
nct06544174,3,-0.02126712666427698,-0.003034289221000844,cto genicular superomedial pci montpellier mace breathing myocardial branches face,"cto, genicular, superomedial, pci, montpellier, mace, breathing, myocardial, branches, face"
nct06622304,3,0.03315122862007403,0.01669382021618522,inhibitors inflammatory 1β aceis causal mendelian antihypertensive lowering lipid il,"inhibitors, inflammatory, 1β, aceis, causal, mendelian, antihypertensive, lowering, lipid, il"
nct06523972,1,-0.0428937654921167,-0.03971507015496093,cvh cardiovascular muş minnesota thyroidectomy awareness mayo health composite occupational,"cvh, cardiovascular, muş, minnesota, thyroidectomy, awareness, mayo, health, composite, occupational"
nct06432530,3,-0.0209016446323747,0.04761759650410538,spondylodiscitis brucella mcs hematological lumbar cbc indexes modic type inflammatory,"spondylodiscitis, brucella, mcs, hematological, lumbar, cbc, indexes, modic, type, inflammatory"
nct06714045,3,-0.013027833760350339,0.08717248214045033,mediastinal pet hypermetabolic tape persistence biopsy recurrence relapse lymphoma lymphomatous,"mediastinal, pet, hypermetabolic, tape, persistence, biopsy, recurrence, relapse, lymphoma, lymphomatous"
nct06637696,4,-0.03757501403224988,0.03352994465057759,contamination culture neonatal neck newborns bundle blood pain negrar behcet,"contamination, culture, neonatal, neck, newborns, bundle, blood, pain, negrar, behcet"
nct06406504,1,-0.08288328990029394,-0.15076443350903682,simulation moulage students pi standardised nursing situ classification injury assessment,"simulation, moulage, students, pi, standardised, nursing, situ, classification, injury, assessment"
nct06652035,1,0.001269270846061185,-0.03342226421568956,achievement quercetin uric acid hyperuricemia plasma k12 gout questions test,"achievement, quercetin, uric, acid, hyperuricemia, plasma, k12, gout, questions, test"
nct06568718,8,0.2592181316082361,-0.0031749046619899074,longidaze screening amp visit tamsulosin prostate bladder 130 urinary history,"longidaze, screening, amp, visit, tamsulosin, prostate, bladder, 130, urinary, history"
nct06492226,8,0.2820671041134173,-0.06850280863079769,nkf ins eu novolog similarity novorapid pharmacodynamic insulin demonstrate us,"nkf, ins, eu, novolog, similarity, novorapid, pharmacodynamic, insulin, demonstrate, us"
nct06665750,2,-0.03915688918271246,-0.07106392580579837,tennis jejeunostomy extremity recreational upper throwing irradiation players ftpi hepatico,"tennis, jejeunostomy, extremity, recreational, upper, throwing, irradiation, players, ftpi, hepatico"
nct06417333,1,-0.052867832217674396,-0.04671425235297214,smart wristbands wristband mmse mobile application data band caregivers koçman,"smart, wristbands, wristband, mmse, mobile, application, data, band, caregivers, koçman"
nct06467032,7,0.08806162300329458,-0.002333304491446736,epithelialization healing lesion co2 cicaplast baume b5 d15 superficial cosmetique,"epithelialization, healing, lesion, co2, cicaplast, baume, b5, d15, superficial, cosmetique"
nct06505473,1,-0.023996616722445126,-0.0016727267950915586,tinnitus music cbt yat sen sun pure eeg subjective audiometry,"tinnitus, music, cbt, yat, sen, sun, pure, eeg, subjective, audiometry"
nct06624111,1,-0.03149720886076685,-0.018555397598666555,dietitians weight worry womac bias benq photograph greatly recommendations dietitian,"dietitians, weight, worry, womac, bias, benq, photograph, greatly, recommendations, dietitian"
nct06687759,8,0.1327012826204362,-0.006914591629609654,1084 mk transplantation bleaching inf excretion dohme auc0 merck sharp,"1084, mk, transplantation, bleaching, inf, excretion, dohme, auc0, merck, sharp"
nct06678581,7,0.5301505987274135,-0.02066028373840075,screening sap within gout prior 001 subjects history tablets including,"screening, sap, within, gout, prior, 001, subjects, history, tablets, including"
nct06475482,1,0.022858191622368806,0.013077680096785314,lip lips hydrant polyherbal wrinkle biophysical dry desquamated ilm flap,"lip, lips, hydrant, polyherbal, wrinkle, biophysical, dry, desquamated, ilm, flap"
nct06642688,1,-0.0015686599698769245,-0.017918687246022368,manipulation autonomic sacroiliac pedobarographic nervous cervical system volleyball hf hrv,"manipulation, autonomic, sacroiliac, pedobarographic, nervous, cervical, system, volleyball, hf, hrv"
nct06494644,8,0.41441339857447457,-0.03473728112710775,itraconazole azd6793 screening day visit clinically canal period uln participants,"itraconazole, azd6793, screening, day, visit, clinically, canal, period, uln, participants"
nct06433076,3,0.0186206488594172,0.07028853869201437,ventilation mechanical effort diaphragm respiratory ventilator vfds ramathibodi assisted sili,"ventilation, mechanical, effort, diaphragm, respiratory, ventilator, vfds, ramathibodi, assisted, sili"
nct06686953,3,-0.026036307739882438,0.06138890394959407,colorectal pollution cancer postnatal exposure shame particulate environmental air 1996,"colorectal, pollution, cancer, postnatal, exposure, shame, particulate, environmental, air, 1996"
nct06599983,1,-0.029504472098574368,-0.08110270713235398,child neglect maltreatment dental program abuse storytelling personnels suspect interdisciplinary,"child, neglect, maltreatment, dental, program, abuse, storytelling, personnels, suspect, interdisciplinary"
nct06664281,2,-0.008470324666785545,-0.11677474780842169,preconditioning sit masked ripc angry remote intima app ischemic vascular,"preconditioning, sit, masked, ripc, angry, remote, intima, app, ischemic, vascular"
nct06508047,1,0.08203902180296567,-0.04970746981901433,mindset accuracy validation vital cet lpm3770164 roi application must cleared,"mindset, accuracy, validation, vital, cet, lpm3770164, roi, application, must, cleared"
nct06499493,4,-0.031094039776588586,0.031231925546486173,digitorum gastrocnemius myofascial vignettes muscles induction trigger brevis threshold vignette,"digitorum, gastrocnemius, myofascial, vignettes, muscles, induction, trigger, brevis, threshold, vignette"
nct06694038,3,0.0002462828139176437,0.002703245299653041,proprioception nkf fistulotomy knife biliary cannulation isokinetic person jefferson endoscopists,"proprioception, nkf, fistulotomy, knife, biliary, cannulation, isokinetic, person, jefferson, endoscopists"
nct06722040,1,-0.058258962471781944,-0.03601593774166775,triage mh1813 children call helpline denmark capital pediatric 1813 telephone,"triage, mh1813, children, call, helpline, denmark, capital, pediatric, 1813, telephone"
nct06499545,2,-0.02880369980526501,-0.004831784913662538,plantar digitorum brevis flexor pressures emission pressure mayuben release laser,"plantar, digitorum, brevis, flexor, pressures, emission, pressure, mayuben, release, laser"
nct06414213,1,-0.000841934951747427,-0.0790755416166733,tdcs learning stimulation mi locomotor sham miactive misham appalachian retention,"tdcs, learning, stimulation, mi, locomotor, sham, miactive, misham, appalachian, retention"
nct06571292,2,-0.04702891256719476,-0.06570522250150344,upper exoskeleton stroke intensive limb fma mesentery robotic limbs training,"upper, exoskeleton, stroke, intensive, limb, fma, mesentery, robotic, limbs, training"
nct06659601,3,-0.04989776366598656,0.07798442441460292,lobar ia sub model resection recurrence adenocarcinoma stage deep learning,"lobar, ia, sub, model, resection, recurrence, adenocarcinoma, stage, deep, learning"
nct06609135,5,-0.01308077200900492,0.031212119516713023,infants eit gestational soolantra pcb00 32 ivermectin respiratory tecnis corrected,"infants, eit, gestational, soolantra, pcb00, 32, ivermectin, respiratory, tecnis, corrected"
nct06610370,2,-0.08237330028147755,-0.03090776417528562,sdr gross cp 88 motor ambulation spastic function scp gmfm,"sdr, gross, cp, 88, motor, ambulation, spastic, function, scp, gmfm"
nct06725238,3,-0.01663291828785176,0.025903750610896545,laughter dfus glycemic acgr ensuring hba1c t2d ratio prophylaxis parma,"laughter, dfus, glycemic, acgr, ensuring, hba1c, t2d, ratio, prophylaxis, parma"
nct06433193,7,0.22144409202432994,-0.0021818117633391003,subjects enrolment pak hd dialysis prior sorbent 15mmol access optimised,"subjects, enrolment, pak, hd, dialysis, prior, sorbent, 15mmol, access, optimised"
nct06619496,1,-0.03710801624005484,-0.038811751452621744,fall falls lmg prevention bifidobacterium wraparound community marble narcotrend breve,"fall, falls, lmg, prevention, bifidobacterium, wraparound, community, marble, narcotrend, breve"
nct06419543,3,0.010828941602851383,0.03529998301594592,paradoxical remimazolam painless endoscopy reactions pediatric xuzhou gastrointestinal tongji exploring,"paradoxical, remimazolam, painless, endoscopy, reactions, pediatric, xuzhou, gastrointestinal, tongji, exploring"
nct06471270,3,0.005914190781946381,0.07563089274256306,oh il opmds salivary gingiva mgi inflammation oral gingival dysplasia,"oh, il, opmds, salivary, gingiva, mgi, inflammation, oral, gingival, dysplasia"
nct06434922,1,-0.03583582316228952,-0.0543415604995253,foot recurrence ulcer risk diabetic prevention detection dm care strategies,"foot, recurrence, ulcer, risk, diabetic, prevention, detection, dm, care, strategies"
nct06631924,3,-0.030423259287960733,0.07860352424049272,metacarpal colorado fixation denver intramedullary fractures operative fracture iop reduction,"metacarpal, colorado, fixation, denver, intramedullary, fractures, operative, fracture, iop, reduction"
nct06482619,2,-0.0542338955505844,-0.028316666786943306,patellar creatine tendinopathy athletes sport rehabilitation z250 visa fixator filtek,"patellar, creatine, tendinopathy, athletes, sport, rehabilitation, z250, visa, fixator, filtek"
nct06460246,7,0.12170041278347678,-0.023022309285757186,subject oximeters pulse plateaus oximeter acurable accuracy saturations hbo2 arterial,"subject, oximeters, pulse, plateaus, oximeter, acurable, accuracy, saturations, hbo2, arterial"
nct06459089,1,-0.07331418522323614,-0.01921188488070529,toy anxiety mypas favorite perioperative parental familiar presence parent karaman,"toy, anxiety, mypas, favorite, perioperative, parental, familiar, presence, parent, karaman"
nct06487689,3,0.017358645229860983,0.07449773305419614,ckd oral manifestations dialysis kidney medication detection sint comported cp12,"ckd, oral, manifestations, dialysis, kidney, medication, detection, sint, comported, cp12"
nct06612892,4,-0.08045130829460244,0.03795009451008332,burn virtual patients immersive reality thermal guadalajara brine unidad lupins,"burn, virtual, patients, immersive, reality, thermal, guadalajara, brine, unidad, lupins"
nct06594614,3,-0.007726694631520394,0.04365980468109032,pml jcv persons underlying immune diagnosis disease 456 leukoencephalopathy time,"pml, jcv, persons, underlying, immune, diagnosis, disease, 456, leukoencephalopathy, time"
nct06448962,1,0.03966106847960813,-0.01960269832129302,ad 2022 2021 administrated addpharma video phase hypertension hypercholesterolemia population,"ad, 2022, 2021, administrated, addpharma, video, phase, hypertension, hypercholesterolemia, population"
nct06468410,2,-0.003849908346685375,-0.09454499320225594,hatha yoga hy sedentary pulmonary 30mhy 60mhy four 21 medication,"hatha, yoga, hy, sedentary, pulmonary, 30mhy, 60mhy, four, 21, medication"
nct06642480,4,-0.056181529389756464,0.07308883262988594,cyp2d6 tramadol riset dan minangkabau indonesia pacifier badan inovasi nasional,"cyp2d6, tramadol, riset, dan, minangkabau, indonesia, pacifier, badan, inovasi, nasional"
nct06691386,7,0.33777846085260405,-0.0665170125414536,product tdn check nicotine mst subjects screening obmst use prior,"product, tdn, check, nicotine, mst, subjects, screening, obmst, use, prior"
nct06426095,1,-0.04449332483693786,-0.05522867585336417,demonstrations instructional crown preparation live altamash dental students videos proficiency,"demonstrations, instructional, crown, preparation, live, altamash, dental, students, videos, proficiency"
nct06479772,3,0.0423853415679809,-0.003525650610452221,screening l2 mammoscreen reading mammogram organized mammography music mammograms benign,"screening, l2, mammoscreen, reading, mammogram, organized, mammography, music, mammograms, benign"
nct06491706,3,-0.025859902050117695,0.07265040149924008,pr restraint moscow biological sex beaujon year older 75 hospitalized,"pr, restraint, moscow, biological, sex, beaujon, year, older, 75, hospitalized"
nct06698198,8,0.12914568647249097,0.002640186026500342,pneumococcal vaccine conjugate 49 prevnar vaccination sanofi immunogenicity receipt injection,"pneumococcal, vaccine, conjugate, 49, prevnar, vaccination, sanofi, immunogenicity, receipt, injection"
nct06415747,4,-0.07248698408011511,0.031024271312790643,bpbi palsy glenohumeral comorbidities torticollis plagiocephaly phrenic early plexus nerve,"bpbi, palsy, glenohumeral, comorbidities, torticollis, plagiocephaly, phrenic, early, plexus, nerve"
nct06564766,1,-0.04490971488072582,-0.11854077328975877,bti brief tobacco debriefing students acupressure episiotomy vss nursing alfacon,"bti, brief, tobacco, debriefing, students, acupressure, episiotomy, vss, nursing, alfacon"
nct06446323,5,-0.031192075084798838,0.039802404311043656,sucrose neonates minor rawalpindi pipp fr pain ml solution scm,"sucrose, neonates, minor, rawalpindi, pipp, fr, pain, ml, solution, scm"
nct06639815,1,-0.034696435096020925,0.01029860000909651,chronological mih dental age haavikko cameriere zeaxanthin lutein development methods,"chronological, mih, dental, age, haavikko, cameriere, zeaxanthin, lutein, development, methods"
nct06592209,1,-0.026227109402588846,-0.09949257682782614,sedentary movement break breaks facilitators barriers doses ball implementation feasibility,"sedentary, movement, break, breaks, facilitators, barriers, doses, ball, implementation, feasibility"
nct06398821,8,0.1306028790926954,-0.01908402077825688,galectin g3p 01 elevated pectins attributed engagement investigational practitioners target,"galectin, g3p, 01, elevated, pectins, attributed, engagement, investigational, practitioners, target"
nct06673420,1,-0.05196404729941975,-0.10443576225642204,channel telegram students thorax module anatomy posts khartoum google discussion,"channel, telegram, students, thorax, module, anatomy, posts, khartoum, google, discussion"
nct06508645,8,0.31613434254996486,0.00577470164975922,dwp14012 daewoong pantoprazole tolerability pharmacokinetics pharmacodynamics intravenous volunteers safety kg,"dwp14012, daewoong, pantoprazole, tolerability, pharmacokinetics, pharmacodynamics, intravenous, volunteers, safety, kg"
nct06422611,1,-0.06215227863255382,0.00430507913652984,impression impressions digital satisfaction comfort wong baker dental conventional frankl,"impression, impressions, digital, satisfaction, comfort, wong, baker, dental, conventional, frankl"
nct06425497,3,-0.001273662014327466,0.07968810014202876,dndsa transplant kidney vergata tor transplants immunosuppressive donor antibodies transplantation,"dndsa, transplant, kidney, vergata, tor, transplants, immunosuppressive, donor, antibodies, transplantation"
nct06572969,2,-0.029670197510299055,-0.15867987739774186,kick taekwondo roundhouse elastic training incremental diet stature mediterranean performance,"kick, taekwondo, roundhouse, elastic, training, incremental, diet, stature, mediterranean, performance"
nct06476444,1,0.04239182269828245,-0.10791357315530158,oxidation fat sedentary resting overweight activity obese physical diet menu,"oxidation, fat, sedentary, resting, overweight, activity, obese, physical, diet, menu"
nct06463821,3,-0.02124815827569137,0.03379890898133203,fever omicron prolonged shanghai 2022 fangcang shelter defined symptom variables,"fever, omicron, prolonged, shanghai, 2022, fangcang, shelter, defined, symptom, variables"
nct06472687,2,-0.02923366726567315,-0.1161275790513656,fifa football warm professional players agility agilitiy efects hyadent perisolv,"fifa, football, warm, professional, players, agility, agilitiy, efects, hyadent, perisolv"
nct06428695,1,-0.044289970041031024,-0.10686694860269504,calorie mbi adherence tracking competence program perceived dsm restricted pcs,"calorie, mbi, adherence, tracking, competence, program, perceived, dsm, restricted, pcs"
nct06657599,3,-0.04494359282349407,0.10072562970706686,tdcs delirium malnutrition gynecological preoperative patients m1 abdominal postoperative cam,"tdcs, delirium, malnutrition, gynecological, preoperative, patients, m1, abdominal, postoperative, cam"
nct06684288,4,0.012426329522682944,0.05292287595949373,periodontal subgingival flap dna access quadrants qpcr sites quantities triphosphate,"periodontal, subgingival, flap, dna, access, quadrants, qpcr, sites, quantities, triphosphate"
nct06725654,1,-0.0355061674157517,-0.03686255099579051,homes children orphan institutionalized sivas residing tau217 dental coordination directorate,"homes, children, orphan, institutionalized, sivas, residing, tau217, dental, coordination, directorate"
nct06430619,3,-0.025047883328548137,0.0700608325543952,indices ards oxygenation osi oi δpinsp gum icu mpdyn chewing,"indices, ards, oxygenation, osi, oi, δpinsp, gum, icu, mpdyn, chewing"
nct06463730,2,-0.0341140657093267,-0.03573690401566512,custom games game tint cbt non poststroke customised persons manchester,"custom, games, game, tint, cbt, non, poststroke, customised, persons, manchester"
nct06624722,1,-0.0691589223998823,-0.0700970210677615,postural awareness habits nomophobia scores spine correlation esteem scale questionnaire,"postural, awareness, habits, nomophobia, scores, spine, correlation, esteem, scale, questionnaire"
nct06632015,4,-0.06103346671604911,0.08856815271599244,intracanal diclofenac medicament root teeth apical sodium pain hydroxide canals,"intracanal, diclofenac, medicament, root, teeth, apical, sodium, pain, hydroxide, canals"
nct06505265,8,0.4219555908148589,-0.022203195769625525,povorcitinib screening within milliseconds drug history repeat study dose clinically,"povorcitinib, screening, within, milliseconds, drug, history, repeat, study, dose, clinically"
nct06572787,1,-0.06284239884342652,-0.09083357982800726,services centered parents family palsy cerebral perceptions physiotherapy cp rehabilitation,"services, centered, parents, family, palsy, cerebral, perceptions, physiotherapy, cp, rehabilitation"
nct06537778,5,-0.017297495355711862,-0.015776523204989304,sptb atosiban bci 1569912 mi tdcs cerclage bi preterm perioperative,"sptb, atosiban, bci, 1569912, mi, tdcs, cerclage, bi, preterm, perioperative"
nct06569342,3,-0.017663985743523933,0.037327292842304356,bont oab neurogenic incontinence neurotoxin overactive bladder paediatric botulinum intradetrusor,"bont, oab, neurogenic, incontinence, neurotoxin, overactive, bladder, paediatric, botulinum, intradetrusor"
nct06544746,0,-0.030330691837838174,0.1463544178174229,implant bone implants peri emergence implantitis joseph saint fragment loss,"implant, bone, implants, peri, emergence, implantitis, joseph, saint, fragment, loss"
nct06428591,1,0.11349671748613716,-0.029948716366874736,tandem iq freedom hotel hypoglycemia investigator cgm humalog insulin novorapid,"tandem, iq, freedom, hotel, hypoglycemia, investigator, cgm, humalog, insulin, novorapid"
nct06574061,3,0.03866457838471573,0.030892583287926267,ait pollen microresyl posae asthmatic aqua sublingual patients allergen slit,"ait, pollen, microresyl, posae, asthmatic, aqua, sublingual, patients, allergen, slit"
nct06637046,2,-0.023839397020466384,0.029950616831165525,longus motor papaverine extensor strength ehl edl cfn hallucis lidocaine,"longus, motor, papaverine, extensor, strength, ehl, edl, cfn, hallucis, lidocaine"
nct06491654,2,-0.035092129484530304,-0.05344713050469417,bcrl node cohesive lymph lymphedema foot exercise bandaging training aerobic,"bcrl, node, cohesive, lymph, lymphedema, foot, exercise, bandaging, training, aerobic"
nct06568978,3,-0.025894134294222354,0.036065024642270904,lymphedema respiratory mep mip ull ades intraoral binasal functionality nippv,"lymphedema, respiratory, mep, mip, ull, ades, intraoral, binasal, functionality, nippv"
nct06652282,2,-0.022392252596778746,-0.0023492620008162927,mastectomy sup pilates shoulder facilitation range proprioceptive bright eit dysfunction,"mastectomy, sup, pilates, shoulder, facilitation, range, proprioceptive, bright, eit, dysfunction"
nct06604390,1,0.004557102036201245,-0.05237294751549271,gambir catechin roxb uncaria mapt bdnf elderly mda cognitive ina,"gambir, catechin, roxb, uncaria, mapt, bdnf, elderly, mda, cognitive, ina"
nct06590363,1,-0.026624773824451876,-0.027797098596108617,appointment anxiety music hospitalar universitário coimbra bolu multivitamin tourniquet musical,"appointment, anxiety, music, hospitalar, universitário, coimbra, bolu, multivitamin, tourniquet, musical"
nct06710782,4,-0.07536159747577394,0.14352771443082282,knee osteoarthritis genicular narrowing intraarticular grade pain radiofrequency joint hyaluronic,"knee, osteoarthritis, genicular, narrowing, intraarticular, grade, pain, radiofrequency, joint, hyaluronic"
nct06600477,7,0.2986804057434729,-0.024531290960920035,olanzapine intravail nasal a3 spray neurelis study product administration nara,"olanzapine, intravail, nasal, a3, spray, neurelis, study, product, administration, nara"
nct06529926,4,-0.04517034319672367,0.03446454142556494,pharmacopuncture instrument mobilization tissue soft assisted lichen planopilaris dosage korean,"pharmacopuncture, instrument, mobilization, tissue, soft, assisted, lichen, planopilaris, dosage, korean"
nct06629935,3,-0.03248473122570742,0.10176873446965667,osteotomy nasal pterygomaxillary fort lateral le wall fracture osteotome meditation,"osteotomy, nasal, pterygomaxillary, fort, lateral, le, wall, fracture, osteotome, meditation"
nct06485518,1,-0.028930868530995423,0.0014718467359491811,5g rhs run satellite shaw critical locations integration remote emergency,"5g, rhs, run, satellite, shaw, critical, locations, integration, remote, emergency"
nct06501404,5,-0.019331882362686646,0.016359659675266276,reps sec hold necrotizing enterocolitis enteral 15mins milk ningbo preterm,"reps, sec, hold, necrotizing, enterocolitis, enteral, 15mins, milk, ningbo, preterm"
nct06718660,1,-0.05686064024255914,-0.07533004128211493,waste biomedical management nurses knowledge competence minia cement practices el,"waste, biomedical, management, nurses, knowledge, competence, minia, cement, practices, el"
nct06534671,7,0.11692780916595628,-0.006150706643851286,diltiazem nielsen jervell lange hg qt ecg minutes nocs bp,"diltiazem, nielsen, jervell, lange, hg, qt, ecg, minutes, nocs, bp"
nct06568809,3,0.01695532576737188,0.0870728936375846,fever hypoxemia recovery ilq 3053 operation children cov sars surgery,"fever, hypoxemia, recovery, ilq, 3053, operation, children, cov, sars, surgery"
nct06709287,4,-0.04242106619441465,0.07090494662252325,clear chewing braces root aligner aligners orthodontic ae treatment performance,"clear, chewing, braces, root, aligner, aligners, orthodontic, ae, treatment, performance"
nct06534632,5,0.018287792381911264,0.039599088146979475,colostrum infants sepsis late onset newborns mother embella deoxycholic neonates,"colostrum, infants, sepsis, late, onset, newborns, mother, embella, deoxycholic, neonates"
nct06442735,6,-0.04694519864659632,0.004873738283553022,labor intrapartum vaginal ultrasound ipus delivery monitoring stage clarify tongji,"labor, intrapartum, vaginal, ultrasound, ipus, delivery, monitoring, stage, clarify, tongji"
nct06493331,1,-0.12630097813638996,-0.1775158349630534,communication nursing therapeutic students skills talking circle pediatric communicating communicate,"communication, nursing, therapeutic, students, skills, talking, circle, pediatric, communicating, communicate"
nct06596421,4,-0.04487917468140225,0.04097539163398682,constipation surgery cardiac burping abdominal bahçeşehir massage group nprs defecation,"constipation, surgery, cardiac, burping, abdominal, bahçeşehir, massage, group, nprs, defecation"
nct06648603,1,-0.011783813884107968,-0.001987563061772031,mosquito aedes households sustainable trap dengue larval community africa clusters,"mosquito, aedes, households, sustainable, trap, dengue, larval, community, africa, clusters"
nct06554210,3,0.038359616195447845,0.007930275606183401,aging hiv determinants brest cd4 fvc fev1 toxicity 00 epidemiological,"aging, hiv, determinants, brest, cd4, fvc, fev1, toxicity, 00, epidemiological"
nct06581276,1,-0.03846927509101574,-0.023422670359215636,otp act otps opioid counselors impowr oud cp team intervention,"otp, act, otps, opioid, counselors, impowr, oud, cp, team, intervention"
nct06403696,5,-0.055842341787845896,0.1444444608600794,airway laryngospasm vocal ultrasonography extubation tracheal complications stridor cord ett,"airway, laryngospasm, vocal, ultrasonography, extubation, tracheal, complications, stridor, cord, ett"
nct06477575,1,-0.07181158676588249,-0.06211768336809846,adhd adolescents extremadura perampanel cognitive children intrapartum neurocognitive composed technologies,"adhd, adolescents, extremadura, perampanel, cognitive, children, intrapartum, neurocognitive, composed, technologies"
nct06442228,6,0.03681809191251574,-0.04917537188330127,pcos relatives male fshb degree promio2 ovary polycystic women vonoprazan,"pcos, relatives, male, fshb, degree, promio2, ovary, polycystic, women, vonoprazan"
nct06524765,3,0.048379151365731066,0.003930093488828021,icu microbiota genes intestinal resistance workers metagenomic care professionals microbes,"icu, microbiota, genes, intestinal, resistance, workers, metagenomic, care, professionals, microbes"
nct06539364,4,-0.014493154434263914,0.10057407872233222,periodontal surgical ohrqol questionnaires ohip uk treatment recalled quality life,"periodontal, surgical, ohrqol, questionnaires, ohip, uk, treatment, recalled, quality, life"
nct06539572,1,-0.04273133475641704,-0.006650020693124012,cleft clp acceptance appearance craniofacial 3dmd questionnaire schoolchildren gangrenous ici,"cleft, clp, acceptance, appearance, craniofacial, 3dmd, questionnaire, schoolchildren, gangrenous, ici"
nct06633172,3,-0.014078446514727611,0.06356022422162419,rectocele constipation vaginal anterior defecation rectopexy trans mesh ventral score,"rectocele, constipation, vaginal, anterior, defecation, rectopexy, trans, mesh, ventral, score"
nct06459440,2,-0.10313246156846807,-0.22739473707437027,motor oriented gross task training children syndrome gmfm function group,"motor, oriented, gross, task, training, children, syndrome, gmfm, function, group"
